,userid,,connectionid,,status,
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Adolphus_Nolan,"','",Cydney,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Aron_Fritsch,"','",Edmund,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Robbie_Mitchell,"','",Jeramie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Delpha,"','",Clarissa_Farrell,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Stanford,"','",Simone.Lehner,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nikolas.Witting,"','",Ellsworth,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Antonietta_Lehner,"','",Burnice,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jakayla_Bode,"','",Elroy,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Florida.Ryan,"','",Jamaal_Sanford,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Myriam.Mraz,"','",Wayne,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Vivian.Wyman,"','",Ayden,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sharon.Jenkins,"','",Karen.Boehm,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jerad.Feeney,"','",Urban,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Geovanni.Wyman,"','",Rhiannon,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Idella.Bauch,"','",Graciela_Wisoky,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Macey.Mayer,"','",Israel,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Demarcus.McKenzie,"','",Armando,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Noelia.Okuneva,"','",Brenna.Witting,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Willow.Daniel,"','",Jody,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ramon,"','",Roscoe,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cyril_Turner,"','",Amaya.Boyer,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mittie.Cronin,"','",Alexane.Walsh,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Barrett.Bechtelar,"','",Retta,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Keeley.Douglas,"','",Rodrick.Reichel,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Selina_Eichmann,"','",Darron,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Germaine_Harris,"','",Margarett,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Wilhelmine.Rath,"','",Mertie,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jace_Gorczany,"','",Werner,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cecile_Legros,"','",Mohamed_Ledner,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ciara_Davis,"','",Vada,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maynard.Wolff,"','",Madison.Hansen,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jennyfer.Mante,"','",Marie_Sipes,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Caleb_Daugherty,"','",Clementina,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cyril_Spinka,"','",Jamey,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maribel.Wisozk,"','",Aric.Mayert,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Drew,"','",Barrett,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Clotilde.Hintz,"','",Anjali,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alexandrine_Runte,"','",Kim,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Logan,"','",Mariah,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Theo_Bartell,"','",Amos.O''Kon,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Palma.Swift,"','",Merlin_Moore,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Andre.Howell,"','",Lura_Shields,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lera_Haley,"','",August,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ruby_Herzog,"','",Neoma.Lehner,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emile_Johns,"','",Burdette,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Raphael.Kub,"','",Octavia_Parisian,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Zetta,"','",Aron,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Glen_Koss,"','",Trevion,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tyrel.Larson,"','",Horacio.Crooks,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Broderick.Muller,"','",Benton.Sawayn,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dashawn.Swaniawski,"','",Will_Ullrich,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jonas_Adams,"','",Martine,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Deven_Kuhlman,"','",Alexandro,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Victoria_Franecki,"','",Kayli.Cartwright,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Destini_Hirthe,"','",Mellie,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lilly.Boyer,"','",Eloisa,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nicholaus_Rohan,"','",Edison,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Krista_Mueller,"','",Alexa,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rhianna_Huel,"','",Roberta.Keeling,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Robbie.Huel,"','",Frieda,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ole_Kautzer,"','",Myrtle,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Anissa.Murazik,"','",Verona.Rolfson,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nichole_Hoeger,"','",Alba,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kenyatta.Kihn,"','",Lilliana,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",River.Kohler,"','",Elwin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Angelica.Wiegand,"','",Zena,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Trudie.Monahan,"','",Jovan_Roberts,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Stacey.Ratke,"','",Chester.Collier,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Caden.Pfeffer,"','",Milo,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Buster.Spencer,"','",King_Larkin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Raphael.Fritsch,"','",Bettie_Boyer,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bertram.Osinski,"','",Zakary,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eleazar_Bayer,"','",Roderick,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bartholome.Hoppe,"','",Rodrick,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alva.Turcotte,"','",Weston_Kshlerin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jamir_Glover,"','",Emerson,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kathlyn_McClure,"','",Aliya,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ezra.Willms,"','",Guido_Quigley,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lavonne.Schneider,"','",Dina,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nathanael.Schoen,"','",Nestor,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ivah_Little,"','",Cullen.Block,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Luisa.Hyatt,"','",Cielo_Hackett,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kamren.Dooley,"','",Cruz.Stoltenberg,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mellie_Raynor,"','",Elenora,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Aleen_Dickens,"','",Jevon.Windler,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Adrain_Leuschke,"','",Juvenal.Schinner,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eleanore_Reichel,"','",Hayley,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Steve,"','",Cydney,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Newton_Connelly,"','",Thelma,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eleanora_Hodkiewicz,"','",Joany.Hodkiewicz,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emilie_Ledner,"','",Santiago,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Trinity.Feest,"','",Laura,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ivah.Daniel,"','",Davon_Schulist,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maggie_Boehm,"','",Kobe,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Laney.Metz,"','",Verna,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mavis_Streich,"','",Tessie,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Daisy_Bednar,"','",Rodger_Reynolds,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nico.Stark,"','",Alvis_Schimmel,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Samir_Fay,"','",Sage,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Pascale_Konopelski,"','",Noble,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Omari.Collins,"','",Aurelia.Jacobson,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dorthy.Nitzsche,"','",Erika,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Onie_Sipes,"','",Helena,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ottilie.Romaguera,"','",Thomas_Rosenbaum,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mya_Kessler,"','",Enos,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Josefa.Witting,"','",Matilde,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Amparo.Murazik,"','",Genoveva,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dennis_Cummerata,"','",Rocky,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bernie.Kerluke,"','",Coby,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tremayne_Jewess,"','",Nigel_Mann,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rodrigo_Koelpin,"','",Corene,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Scot_Quigley,"','",Delfina_Smitham,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jorge_Marquardt,"','",Deshaun.Brown,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Terrence_Lehner,"','",Casey_Streich,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Roderick_Kautzer,"','",Andy_Corkery,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Patricia_Barton,"','",Maymie.Goldner,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Whitney_Ebert,"','",Lafayette,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Norris.Waelchi,"','",Angelita,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tevin.O''Conner,"','",Weldon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Citlalli_Bednar,"','",Quincy.Ortiz,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Miracle_Shields,"','",Newell,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Niko_Beier,"','",Nyah,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maybell_Streich,"','",Quincy,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Golda.Mosciski,"','",Johnny,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Garfield_Marks,"','",Timmothy_Dickens,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mohamed.Kilback,"','",Mavis.Barton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lucie.Jacobson,"','",Cydney,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Theo.Sporer,"','",Caleigh,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Linnea.Pouros,"','",Reggie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ottis.Reinger,"','",Vincent_Monahan,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emilio_Treutel,"','",Tristian.Aufderhar,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Darrick_Dickinson,"','",Lukas,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Autumn_Lynch,"','",Shea_Pouros,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Friedrich.Gaylord,"','",Jamar_Gleason,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Arne_Hauck,"','",Norma.Adams,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Buford_Mills,"','",Wendell,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kaylie.Kub,"','",Ezequiel,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dariana.Langosh,"','",Daisha,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Wilfredo.King,"','",Estelle.Oberbrunner,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Presley.Hills,"','",Ines,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Odessa.Kling,"','",Kayley_Koepp,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kasandra.Christiansen,"','",Parker_O''Connell,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Fermin.Runte,"','",Robert,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mylene_Welch,"','",Vernon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brisa.Kirlin,"','",Marcia_Brakus,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Carole.Hirthe,"','",Valentin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sammy_Hayes,"','",Gregoria,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Chadrick_Rosenbaum,"','",Adelia,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eldridge.Murazik,"','",Florida_Von,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Daniela_Ankunding,"','",Harvey.Cruickshank,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jessyca_Feest,"','",Elliott,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Abigail_Herzog,"','",Trent.Hamill,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Abigail.Koss,"','",Reta_Monahan,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Meredith.Hyatt,"','",Mitchell,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dennis_Nikolaus,"','",Emilie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dylan_Ankunding,"','",Estefania.Pollich,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Karlie.Nicolas,"','",Lila.Beatty,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nyasia,"','",Brayan,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cierra.Kulas,"','",Tobin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Allene.Rice,"','",Faustino,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Edwardo,"','",Xander_Kshlerin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Thad_Sawayn,"','",Keven,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Zion.Sawayn,"','",Willie_Gleichner,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Joseph.Borer,"','",Domingo,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hosea_Boyer,"','",Paxton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cristian.Strosin,"','",Jerel.Cummerata,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Michale.Kassulke,"','",Jaydon.Hermann,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dusty_Schneider,"','",Gabriel.Leuschke,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sylvester_Leffler,"','",Pablo_Bechtelar,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Destini.Farrell,"','",Ashton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Suzanne_Bogan,"','",Margaret,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Angela,"','",Edna.Considine,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elisa_Wiza,"','",Easton_Osinski,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Johnathon.Ebert,"','",Nola,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",David_McCullough,"','",Nona_Balistreri,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sarah.Hintz,"','",Delmer,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Freeman.Brakus,"','",Shannon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Heath_Runte,"','",Samara.Wilderman,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Destiny.Cartwright,"','",Precious,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Josephine.Block,"','",Brent_O''Keefe,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brennon_Sipes,"','",Geovany_Leuschke,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tyson.King,"','",Conor,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maximillian.Greenfelder,"','",Keyshawn_Marvin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Henry.Fay,"','",Jessika,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Shaina_VonRueden,"','",Destin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jessica_Marquardt,"','",Archibald,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Melany.Runolfsson,"','",Shanie.Langosh,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Pansy_Schuster,"','",Jaqueline,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Madelynn.Roob,"','",Edgar,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Francis_Reinger,"','",Reba_Har??ann,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lue.Yost,"','",Celine,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Milton_Greenfelder,"','",Kelsi_Rippin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nikolas_Prohaska,"','",Ettie,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Einar.Gibson,"','",Elissa,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Michaela_Gislason,"','",Irma,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sigurd.Anderson,"','",Corbin_McClure,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brittany_Erdman,"','",Lucio.Grimes,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Addison.West,"','",Maymie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Freida.Reichert,"','",Destinee_Hodkiewicz,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gabriel.Keebler,"','",Osbaldo_Gerlach,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Peter,"','",Anais.Bauch,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maya_Murray,"','",Taryn,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Myah.Rau,"','",Laurence.Rath,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jaunita.Gleichner,"','",Verner,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Amelia_Breitenberg,"','",Lottie_Klocko,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hermina_Johnston,"','",Nyah,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Marta.Brakus,"','",Destany,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Vinnie.Douglas,"','",Araceli.Buckridge,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Garrick_Lind,"','",Susie.Hegmann,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Louie_Keebler,"','",Lorenza,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Beulah_Blick,"','",Freeman.Kuhic,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Litzy,"','",Dangelo,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Reta_Thiel,"','",Matt,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Willa_Klein,"','",Magnolia,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dorthy.Schinner,"','",Emiliano.Schulist,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kole_Ruecker,"','",Enid,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Retta.Har?ann,"','",Hilbert.Kirlin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gladys_O''Conner,"','",Ezequiel,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lew.Miller,"','",Jovanny,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hobart_Batz,"','",Carmel,"','",Accept,');
